"decimalLongitude","decimalLatitude","presence","species","sst"
-2.04999999999998,55.85,0,"Abudefduf saxatilis",10.5631132125854
-69.95,43.75,0,"Abudefduf saxatilis",9.42015743255615
-70.15,43.55,0,"Abudefduf saxatilis",9.6105899810791
-6.75,43.55,0,"Abudefduf saxatilis",15.819299697876
-6.54999999999998,43.55,0,"Abudefduf saxatilis",15.8850021362305
-5.64999999999998,43.55,0,"Abudefduf saxatilis",15.9479064941406
-5.34999999999999,43.55,0,"Abudefduf saxatilis",16.2423191070557
13.65,43.55,0,"Abudefduf saxatilis",18.2239856719971
-4.84999999999999,43.45,0,"Abudefduf saxatilis",16.3940982818604
-3.94999999999999,43.45,0,"Abudefduf saxatilis",16.5655670166016
-2.94999999999999,43.45,0,"Abudefduf saxatilis",16.7759456634521
-2.75,43.45,0,"Abudefduf saxatilis",16.8018989562988
-2.64999999999998,43.45,0,"Abudefduf saxatilis",16.8150424957275
-2.44999999999999,43.35,0,"Abudefduf saxatilis",16.8326187133789
-2.34999999999999,43.35,0,"Abudefduf saxatilis",16.8393383026123
-2.14999999999998,43.35,0,"Abudefduf saxatilis",16.8737106323242
-2.04999999999998,43.35,0,"Abudefduf saxatilis",16.8712844848633
-1.94999999999999,43.35,0,"Abudefduf saxatilis",16.8682136535645
5.35000000000002,43.25,0,"Abudefduf saxatilis",16.9780921936035
-70.55,43.15,0,"Abudefduf saxatilis",9.9646520614624
-70.65,42.55,0,"Abudefduf saxatilis",10.6629600524902
3.15000000000001,42.55,0,"Abudefduf saxatilis",17.2638282775879
3.25,42.35,0,"Abudefduf saxatilis",17.4265613555908
3.35000000000002,42.35,0,"Abudefduf saxatilis",17.463794708252
-8.75,42.25,0,"Abudefduf saxatilis",15.1377544403076
3.35000000000002,42.25,0,"Abudefduf saxatilis",17.5391044616699
-8.84999999999999,42.15,0,"Abudefduf saxatilis",15.0959386825562
3.25,42.05,0,"Abudefduf saxatilis",17.6322803497314
3.25,41.95,0,"Abudefduf saxatilis",17.719898223877
2.85000000000002,41.65,0,"Abudefduf saxatilis",18.3050079345703
0.850000000000023,40.85,0,"Abudefduf saxatilis",19.03977394104
13.95,40.75,0,"Abudefduf saxatilis",19.7682571411133
13.85,40.65,0,"Abudefduf saxatilis",19.8031101226807
13.95,40.65,0,"Abudefduf saxatilis",19.7961807250977
3.15000000000001,39.95,0,"Abudefduf saxatilis",19.5890483856201
0.0500000000000114,39.85,0,"Abudefduf saxatilis",19.574254989624
0.650000000000006,39.85,0,"Abudefduf saxatilis",19.665714263916
3.15000000000001,39.85,0,"Abudefduf saxatilis",19.5897693634033
3.45000000000002,39.75,0,"Abudefduf saxatilis",19.5874557495117
2.45000000000002,39.65,0,"Abudefduf saxatilis",19.7843227386475
2.35000000000002,39.55,0,"Abudefduf saxatilis",19.8134822845459
-9.54999999999998,39.45,0,"Abudefduf saxatilis",16.7765064239502
2.45000000000002,39.45,0,"Abudefduf saxatilis",19.8449249267578
3.15000000000001,39.25,0,"Abudefduf saxatilis",19.8557319641113
0.25,39.15,0,"Abudefduf saxatilis",19.7179107666016
1.55000000000001,39.15,0,"Abudefduf saxatilis",19.7673797607422
2.95000000000002,39.15,0,"Abudefduf saxatilis",19.841817855835
1.65000000000001,39.05,0,"Abudefduf saxatilis",19.8413009643555
1.25,38.95,0,"Abudefduf saxatilis",19.8343734741211
0.25,38.75,0,"Abudefduf saxatilis",19.7436389923096
1.45000000000002,38.75,0,"Abudefduf saxatilis",19.848388671875
0.150000000000006,38.65,0,"Abudefduf saxatilis",19.7799282073975
1.35000000000002,38.65,0,"Abudefduf saxatilis",19.8603401184082
0.0500000000000114,38.55,0,"Abudefduf saxatilis",19.7801170349121
0.150000000000006,38.45,0,"Abudefduf saxatilis",19.7287693023682
0.450000000000017,38.35,0,"Abudefduf saxatilis",19.7305145263672
0.450000000000017,38.15,0,"Abudefduf saxatilis",19.72314453125
-0.649999999999977,37.75,0,"Abudefduf saxatilis",19.6856994628906
-0.649999999999977,37.65,0,"Abudefduf saxatilis",19.6540279388428
-1.64999999999998,37.35,0,"Abudefduf saxatilis",19.5832099914551
-1.84999999999999,36.95,0,"Abudefduf saxatilis",19.4679012298584
-1.94999999999999,36.85,0,"Abudefduf saxatilis",19.4124946594238
-2.04999999999998,36.75,0,"Abudefduf saxatilis",19.2954998016357
-3.44999999999999,36.65,0,"Abudefduf saxatilis",18.9539127349854
-2.84999999999999,36.65,0,"Abudefduf saxatilis",18.9409255981445
-4.54999999999998,36.55,0,"Abudefduf saxatilis",18.826343536377
-4.94999999999999,36.45,0,"Abudefduf saxatilis",18.5528831481934
-4.75,36.45,0,"Abudefduf saxatilis",18.6465187072754
